pm25,pm10,o3,no2,so2
19.73,25.1,3.0,28.25,0.0
24.78,25.35,2.75,25.5,0.25
23.9,28.48,1.5,27.0,0.0
24.8,26.35,0.0,29.5,0.0
22.33,22.25,0.0,26.75,1.0
24.2,25.28,0.0,26.5,1.0
21.73,23.4,0.0,25.75,1.0
19.73,22.98,0.0,25.75,1.0
36.9,37.68,0.0,27.5,1.0
22.1,27.85,0.0,29.75,1.25
28.98,31.88,0.0,36.25,1.5
23.83,35.55,0.0,38.0,1.5
27.68,31.4,0.0,30.0,1.25
32.38,38.3,0.0,28.75,1.5
31.6,39.28,2.0,23.75,1.0
25.15,30.93,4.25,21.0,1.25
26.0,25.33,3.25,19.25,1.0
21.63,34.25,2.5,17.75,1.25
22.9,31.23,2.75,22.5,1.0
23.9,33.3,2.0,26.75,1.0
20.03,25.55,2.5,31.0,1.0
12.93,16.98,11.25,30.25,1.0
10.4,14.23,18.25,26.5,1.0
12.1,17.03,21.0,24.5,0.75
12.4,18.38,25.25,20.25,1.0
10.7,16.68,30.5,16.0,1.0
9.43,14.55,34.25,13.75,1.25
11.28,10.78,36.75,13.0,1.25
7.13,8.93,40.75,10.5,1.0
7.5,10.45,40.75,9.5,1.5
8.6,8.43,41.75,9.75,2.0
7.6,8.63,40.75,12.0,1.5
6.63,10.5,36.0,17.5,1.75
6.3,10.38,20.5,35.75,1.75
8.18,9.35,15.75,41.0,1.25
8.5,13.03,9.75,44.5,1.0
17.75,15.65,3.75,55.0,1.25
14.33,20.3,3.75,60.5,1.5
11.43,19.85,16.5,41.5,1.25
9.63,16.35,34.5,28.5,2.0
10.0,19.08,37.0,28.25,1.5
8.93,9.83,36.25,27.5,1.5
9.3,19.38,33.0,31.5,1.5
9.4,17.6,28.75,34.25,2.0
9.3,24.03,6.75,58.75,2.0
18.85,31.5,1.0,65.75,1.75
16.8,32.38,0.0,64.0,2.0
23.48,37.85,1.0,62.75,2.0
17.05,28.78,0.0,57.5,1.5
25.08,28.23,0.5,55.0,1.75
22.93,29.75,0.25,47.5,1.25
21.0,26.43,0.25,47.75,1.5
19.8,20.95,4.0,40.25,0.0
20.8,16.55,26.0,21.5,0.0
12.55,11.08,28.75,16.75,0.0
10.7,16.13,22.5,21.25,0.5
12.18,14.53,19.25,27.25,0.0
15.88,16.73,8.75,37.25,0.0
12.23,18.3,1.5,48.5,0.25
17.98,24.2,0.0,61.25,0.75
10.93,18.4,0.0,60.25,0.5
11.1,24.43,1.33,53.67,0.33
18.15,25.38,1.25,60.5,1.0
20.48,23.2,6.75,51.25,0.5
31.55,35.45,12.75,48.25,1.0
19.28,26.15,20.75,43.75,1.0
19.3,29.78,13.75,58.0,0.75
19.7,27.65,12.5,57.0,1.25
15.63,23.55,11.75,58.0,0.75
18.38,21.0,10.0,51.75,0.5
20.38,15.53,16.5,44.5,1.0
16.93,23.28,15.25,49.5,0.75
15.1,16.85,22.25,25.25,1.0
17.38,12.28,18.75,24.0,1.25
20.98,18.3,13.25,26.75,1.0
24.38,18.23,8.5,31.25,1.0
24.9,26.43,4.75,38.5,1.0
20.83,27.93,1.25,46.5,1.5
22.98,29.63,0.0,51.5,1.0
23.8,38.18,0.0,51.75,1.0
25.88,36.95,0.25,55.25,1.0
36.45,46.23,1.0,52.5,1.0
33.63,41.7,2.5,51.0,1.0
36.3,41.28,3.5,46.25,1.0
31.05,36.75,2.5,53.5,0.5
32.28,40.28,0.0,61.75,1.0
30.9,38.73,0.0,59.5,1.0
40.98,48.48,0.25,48.5,0.75
36.73,41.23,0.0,46.25,1.0
35.83,43.18,0.0,39.75,1.25
34.4,41.5,0.0,36.0,1.0
37.48,40.4,0.0,33.25,1.0
30.53,39.68,0.0,31.25,1.0
24.23,36.98,3.25,28.25,1.0
27.28,29.25,4.5,30.75,1.0
21.13,25.63,16.0,20.0,1.0
23.48,21.75,15.0,21.25,1.0
28.25,31.83,16.0,20.25,2.0
16.58,19.48,22.25,16.25,2.0
18.9,25.15,25.0,16.75,2.0
19.6,21.45,25.5,17.75,1.75
21.5,18.75,24.25,17.75,1.5
18.83,22.2,20.75,22.0,1.0
19.6,22.65,22.0,23.0,1.0
25.05,25.33,14.25,29.5,1.5
25.8,25.95,3.0,41.5,1.5
26.6,30.48,13.0,32.0,1.0
22.43,28.55,16.25,32.25,1.25
27.08,25.93,22.25,27.25,1.25
23.53,27.85,21.25,26.5,1.0
23.9,24.45,21.25,23.75,1.0
20.45,27.58,20.75,22.0,1.25
26.48,25.7,15.75,25.0,2.0
23.03,25.93,12.0,24.0,2.33
23.9,28.25,8.0,32.67,2.0
27.85,26.03,4.75,30.75,2.0
25.2,26.73,2.25,32.25,2.0
27.98,28.43,3.0,28.5,1.75
26.9,30.5,2.5,28.0,1.0
28.8,29.4,0.0,37.25,1.5
32.1,37.03,2.0,39.75,1.75
30.9,31.63,7.0,31.5,2.75
34.78,33.58,14.5,28.25,3.0
34.5,32.78,20.0,23.75,2.0
28.43,31.3,21.25,27.75,2.0
26.6,31.98,18.25,32.0,2.25
38.73,41.93,1.25,50.75,1.75
36.33,44.33,1.25,58.0,1.5
44.45,46.0,1.0,52.5,1.0
30.63,31.35,11.75,35.5,1.0
23.35,27.85,25.75,20.25,1.0
19.63,23.25,33.5,16.5,1.0
11.28,13.23,41.75,14.75,1.0
15.35,14.63,41.25,16.5,0.0
15.6,15.33,41.75,12.5,0.25
11.23,8.85,43.75,12.25,0.5
11.28,11.5,39.0,16.75,0.5
11.5,11.7,25.25,26.25,0.5
10.73,12.85,7.75,42.0,0.5
16.45,17.28,4.25,45.0,0.75
12.13,21.83,10.75,37.0,0.25
13.2,16.25,22.5,30.0,0.25
11.63,12.68,34.0,24.75,0.5
8.1,7.65,54.0,14.0,1.0
3.83,5.35,55.75,14.5,0.5
1.43,8.58,52.5,18.25,0.5
2.1,7.3,52.0,20.25,1.0
5.3,6.55,36.0,37.75,0.75
6.4,9.38,34.25,39.0,1.0
7.1,7.58,58.25,15.75,1.0
5.7,12.98,62.5,11.0,1.0
12.15,11.6,59.75,13.25,1.0
6.93,10.65,64.5,8.25,1.25
3.53,7.1,56.0,14.25,1.0
2.5,6.38,57.25,13.25,0.0
3.7,5.83,64.0,6.5,0.0
4.48,7.5,70.25,3.25,0.0
6.78,7.28,69.0,6.25,0.0
6.9,6.73,56.0,17.5,0.0
2.73,8.53,55.25,20.25,0.0
1.13,10.45,54.75,24.75,0.0
5.78,12.95,50.25,27.25,0.0
5.2,9.68,59.5,22.75,0.0
4.6,7.65,58.5,22.75,0.0
10.75,10.88,65.0,14.5,0.0
9.23,21.9,72.25,10.5,0.0
8.9,21.25,66.5,15.75,0.0
7.03,10.93,67.25,13.25,0.0
6.6,12.28,67.25,14.5,0.0
7.58,9.75,65.0,18.0,0.0
3.93,8.55,70.0,18.5,0.0
0.13,12.08,70.75,14.5,0.0
1.3,10.4,79.75,6.75,0.0
3.58,9.15,82.0,4.5,0.0
4.78,5.55,84.75,4.25,0.0
2.83,1.88,83.25,3.25,0.0
0.0,7.08,82.5,2.0,0.0
3.48,5.2,82.0,2.5,0.25
6.68,4.88,79.5,3.5,0.0
8.48,9.05,73.75,7.75,0.0
8.0,11.68,71.25,10.75,0.0
5.93,9.28,58.0,23.0,0.0
11.25,7.08,57.25,22.75,0.0
9.43,5.43,57.0,23.0,0.0
6.83,13.4,55.5,21.0,0.0
8.08,19.43,58.5,15.75,0.0
9.18,20.4,64.5,14.25,0.0
7.3,20.03,67.25,10.5,0.0
9.38,22.03,67.75,10.25,0.0
10.48,24.58,67.5,12.0,0.0
12.58,24.2,56.25,21.75,0.0
8.13,16.33,50.0,25.0,0.0
8.6,17.5,49.25,24.0,0.0
7.0,11.15,51.75,22.0,0.0
8.4,14.6,57.5,16.0,0.0
9.78,14.08,59.75,11.25,0.0
6.93,12.28,49.25,20.75,0.0
5.8,17.45,46.25,19.25,0.0
9.75,13.73,54.75,11.25,0.0
3.63,12.88,71.5,7.75,0.33
6.58,12.7,71.75,7.5,1.0
8.5,11.1,43.0,29.75,0.5
5.93,13.2,48.5,23.75,0.25
5.8,13.5,45.75,24.0,0.75
4.8,14.58,27.75,45.0,0.0
6.6,8.48,41.0,32.5,0.0
7.08,7.9,55.75,26.5,0.0
6.43,10.2,63.75,24.0,0.0
10.88,10.0,48.0,41.0,0.0
8.53,9.7,39.75,46.67,0.0
10.2,9.7,31.0,0.0,0.0
6.83,16.45,24.25,63.5,0.0
9.23,15.7,52.5,22.5,0.0
8.5,15.0,44.5,30.0,0.0
6.7,13.03,39.0,29.25,2.67
4.43,9.83,44.33,24.0,2.25
8.18,12.5,43.67,23.5,2.0
7.8,11.53,45.5,20.0,2.0
7.33,9.83,44.75,20.0,2.0
6.23,8.53,44.0,19.75,2.0
5.1,9.5,44.25,21.0,2.0
4.4,7.5,46.5,25.75,2.0
6.98,7.6,52.75,21.5,2.0
6.6,5.1,60.0,19.0,2.25
6.6,4.03,59.0,19.5,2.0
3.83,4.3,52.75,25.0,2.25
5.78,4.2,35.75,38.0,2.25
7.1,3.2,41.75,31.75,2.0
5.03,4.3,61.0,10.75,2.5
3.3,5.28,61.25,13.5,2.5
5.1,12.25,59.5,14.5,2.5
5.5,10.03,48.25,24.0,2.75
5.8,5.83,55.75,14.75,3.0
4.13,5.8,60.5,14.0,3.0
9.48,11.2,60.75,13.5,4.0
6.1,8.43,58.0,14.5,3.75
3.23,6.03,56.0,13.25,0.0
4.38,6.1,54.5,12.0,0.0
5.78,7.7,54.5,11.67,0.33
4.33,5.03,57.75,12.0,1.0
7.88,3.2,55.25,14.5,0.75
7.5,10.78,48.25,20.5,0.5
7.5,11.4,43.5,15.25,0.0
11.68,11.5,42.5,19.75,0.0
13.1,18.65,36.25,26.0,0.5
13.98,14.53,37.0,27.5,0.0
13.7,12.03,33.0,22.5,0.0
10.53,17.55,33.25,21.5,0.0
14.55,16.9,31.0,24.75,0.0
11.63,12.83,34.0,25.25,0.0
13.08,11.9,31.25,23.0,0.0
10.33,10.5,21.0,35.25,0.0
9.9,8.33,14.75,42.75,0.0
15.15,8.6,5.5,54.5,0.0
18.98,10.18,2.5,59.0,0.0
14.25,19.25,1.5,58.75,0.0
5.68,10.9,46.5,8.75,0.0
3.43,8.8,51.0,5.5,0.0
2.4,6.7,53.25,3.75,0.0
2.1,3.23,53.0,2.0,0.0
1.7,1.1,48.25,5.0,0.0
1.1,2.9,46.5,5.75,0.0
0.6,2.5,39.25,14.0,0.0
1.5,7.28,28.5,28.0,0.0
3.4,6.43,8.0,55.0,0.0
4.2,6.2,5.75,61.0,0.0
3.0,5.1,11.0,56.25,0.0
1.73,9.28,29.5,34.5,0.0
1.5,7.8,46.0,18.25,0.0
9.63,6.63,57.25,13.75,0.0
10.0,9.1,46.25,36.25,0.75
6.63,9.2,48.75,40.75,0.75
13.15,11.3,59.75,23.0,1.0
9.45,17.68,52.0,27.25,1.0
13.38,17.63,63.5,19.0,1.0
9.15,16.0,59.0,16.75,1.0
10.5,17.1,41.5,31.75,0.0
9.3,12.15,54.0,15.75,0.0
8.9,13.5,45.5,25.5,0.0
8.13,16.2,54.25,17.75,0.0
6.5,13.43,31.5,46.75,0.0
5.9,13.0,22.5,50.0,0.0
8.78,16.3,9.75,68.0,0.0
5.73,21.88,6.25,74.5,0.0
6.8,21.3,24.0,55.5,0.0
7.8,16.73,36.75,33.25,0.0
11.65,9.95,31.75,27.5,0.0
10.2,13.98,33.25,28.75,0.0
6.75,9.43,30.75,34.0,0.0
6.6,11.3,35.75,31.5,0.0
4.9,7.73,31.25,33.75,0.0
4.83,9.5,33.75,31.25,0.0
7.88,7.33,26.5,32.25,0.0
8.2,9.78,24.5,30.25,0.0
6.33,9.8,40.5,13.0,0.0
5.9,10.88,41.75,12.25,0.0
3.83,6.93,44.25,10.0,0.0
1.8,3.6,46.5,9.5,0.0
3.78,2.6,45.75,10.25,0.0
3.5,4.7,44.75,12.25,0.0
1.7,8.98,39.25,16.5,0.0
0.93,4.93,35.75,22.25,0.25
1.0,2.0,32.75,25.5,0.25
0.7,2.6,36.25,25.25,0.25
4.48,7.38,39.5,24.25,1.0
6.1,9.1,40.0,22.0,0.75
5.8,12.18,42.5,17.75,0.75
5.5,9.93,44.0,15.75,1.0
6.2,7.43,46.25,16.0,1.5
3.53,4.93,49.25,14.0,1.25
4.4,6.28,49.0,15.25,1.25
7.95,5.5,46.0,16.0,1.0
5.8,5.5,45.5,10.5,1.0
3.63,9.18,44.75,10.0,1.0
2.03,7.2,48.75,7.5,0.0
3.48,4.63,53.25,7.25,0.0
4.2,3.4,68.5,6.5,0.25
2.6,3.6,55.25,23.75,1.0
3.88,7.18,48.75,33.5,1.0
3.4,9.9,37.5,42.25,1.0
4.28,7.43,25.0,54.75,1.0
8.85,7.4,31.5,49.0,1.0
8.5,8.78,38.5,43.0,1.0
5.63,11.1,42.75,40.5,1.0
5.0,10.1,41.25,41.5,0.75
7.78,12.48,37.75,43.25,1.0
10.88,11.1,37.0,43.0,1.0
8.83,9.2,41.75,40.5,1.0
5.73,7.1,40.25,39.25,1.0
5.3,9.0,34.75,44.5,1.25
9.2,11.4,45.25,26.5,1.0
9.1,12.0,48.0,22.5,1.0
6.9,10.3,38.5,24.75,1.0
12.05,11.98,41.25,20.75,1.0
7.25,13.78,33.0,24.75,1.25
7.78,17.28,21.75,35.75,1.0
8.98,15.3,2.5,59.5,1.0
9.5,20.58,3.75,56.0,1.0
11.18,23.1,6.0,57.75,1.0
10.8,22.6,23.25,40.25,0.75
12.8,26.9,38.75,30.25,0.25
31.2,39.85,0.0,69.75,1.0
30.83,43.5,0.0,74.5,1.0
32.78,38.43,0.0,63.75,3.0
31.43,36.93,0.0,64.0,2.75
30.83,32.83,0.0,55.75,3.0
21.8,22.75,0.0,51.0,2.5
26.15,32.25,0.0,57.0,2.75
22.25,24.23,0.25,52.5,2.25
20.63,26.7,3.5,50.25,2.0
17.33,12.88,6.75,51.5,2.0
19.48,20.25,9.0,48.25,2.0
16.23,21.28,6.0,56.0,2.5
24.9,20.7,5.5,56.5,2.25
21.83,25.28,10.5,48.25,2.25
12.08,11.5,32.0,27.75,2.0
11.25,14.8,37.0,14.5,2.0
17.5,14.5,36.25,14.25,2.25
16.5,16.9,35.25,16.0,0.0
14.03,15.2,36.75,13.67,0.0
13.13,16.6,38.75,10.67,0.0
15.68,18.2,35.0,11.75,0.0
10.45,17.2,29.5,15.25,0.0
14.85,15.33,27.25,20.0,0.0
10.15,16.6,28.25,17.75,0.0
14.45,11.05,24.75,21.5,0.0
10.85,12.9,25.25,21.75,0.0
16.53,8.83,22.75,26.25,0.0
9.78,11.0,25.25,23.5,0.0
11.2,14.1,21.75,27.5,0.0
11.6,10.33,22.75,27.5,0.0
10.33,12.28,21.75,27.25,0.0
5.55,9.6,32.5,23.5,0.0
4.83,5.73,41.75,18.5,0.0
7.4,14.5,21.0,39.25,0.75
8.0,10.63,36.0,26.25,0.5
6.23,8.3,41.75,17.5,0.33
4.73,7.0,40.5,12.0,0.25
5.4,8.08,12.75,33.5,1.0
8.68,5.9,26.25,29.75,0.5
8.2,4.03,42.75,18.0,0.5
7.6,8.98,16.0,50.25,0.5
9.08,10.9,9.0,57.75,0.0
8.1,8.5,22.5,39.5,0.75
6.03,10.2,18.0,44.5,0.0
4.23,7.73,27.5,32.75,0.0
4.03,11.1,50.75,18.75,1.0
4.1,8.6,46.75,23.5,1.0
5.78,11.48,36.0,32.0,1.25
8.68,12.5,32.5,38.0,1.0
7.73,14.8,32.5,38.5,1.0
10.08,9.73,40.25,31.5,1.0
7.15,10.1,40.75,28.0,1.0
9.58,11.4,1.25,62.75,1.0
9.4,19.08,2.5,58.0,1.0
9.6,20.4,5.5,54.75,1.5
9.2,15.73,12.0,49.25,1.0
6.93,12.8,24.75,33.75,1.0
5.63,9.03,25.5,32.5,0.25
4.63,9.0,20.0,39.5,1.0
8.28,7.23,25.75,38.25,1.0
6.6,11.1,23.75,38.75,1.5
5.13,8.33,25.0,41.5,1.0
5.0,13.78,16.0,49.75,1.25
9.88,8.33,21.0,42.25,1.0
9.6,6.0,23.5,37.0,1.0
6.55,7.1,33.75,29.75,1.0
4.43,9.7,36.75,27.0,1.0
5.78,8.5,39.0,22.25,1.0
9.75,8.7,43.25,17.25,1.25
6.23,11.4,48.25,11.25,0.0
3.03,7.03,50.25,11.0,0.0
6.38,8.6,51.25,11.25,0.5
6.9,8.4,47.25,13.0,0.5
5.03,9.7,45.0,18.25,0.25
8.58,9.4,43.25,22.75,0.5
5.15,5.73,40.25,26.0,0.25
2.23,3.23,44.5,23.25,0.0
2.8,4.7,45.0,23.5,0.25
3.8,5.6,44.25,23.25,0.0
2.23,3.5,41.25,23.25,0.0
3.2,2.73,44.0,20.25,0.25
4.4,5.9,43.0,20.5,0.0
4.1,6.4,37.25,27.5,0.0
2.8,6.5,47.5,26.75,0.0
1.33,6.0,60.75,24.5,0.25
5.45,6.1,70.0,15.5,0.0
3.53,6.4,69.5,14.5,0.0
4.88,5.5,68.0,13.25,0.0
4.5,7.68,66.25,12.5,0.33
4.2,9.5,62.0,12.0,0.75
5.28,15.6,40.0,32.75,0.75
5.1,13.7,33.75,37.25,0.75
4.6,10.53,28.0,43.75,0.75
6.18,12.88,11.75,62.0,0.5
7.58,19.68,6.25,67.75,0.0
7.8,16.8,13.25,59.25,0.0
8.98,11.8,17.25,53.25,0.0
7.9,12.5,34.75,34.5,0.0
6.7,19.3,58.0,20.25,0.0
5.9,13.9,57.75,21.0,0.0
9.25,15.9,54.25,23.75,0.0
12.78,15.8,42.25,35.5,0.0
12.9,22.9,14.5,64.5,0.0
12.43,21.6,11.5,68.0,0.0
8.85,14.73,24.5,50.0,0.0
13.95,20.08,6.75,67.75,0.0
13.03,19.6,17.25,53.75,0.0
12.8,17.2,28.75,36.25,0.0
12.43,16.5,30.5,29.5,0.0
11.63,17.98,38.75,20.0,1.0
8.13,13.83,40.5,16.5,1.0
10.28,13.6,32.75,26.25,1.25
7.63,13.5,30.0,27.0,1.25
8.0,10.6,21.75,33.75,1.0
11.55,14.5,0.5,63.25,1.0
10.33,20.48,9.25,50.5,1.0
8.53,18.0,2.5,60.25,1.0
8.53,16.5,47.75,19.0,2.0
11.08,11.23,46.25,20.25,2.0
7.83,14.28,43.25,24.25,1.0
6.6,10.53,44.25,22.75,1.0
3.73,10.5,41.25,24.25,1.0
7.95,11.2,35.0,27.75,1.0
12.55,14.9,21.5,42.0,1.0
10.83,13.53,19.25,43.75,1.0
11.5,14.9,14.5,46.75,0.75
11.0,15.4,13.75,46.5,1.0
11.28,20.98,17.75,41.5,0.75
11.6,18.13,19.25,38.5,1.0
15.75,18.4,20.75,36.25,0.5
11.55,17.8,14.5,39.0,1.0
11.4,9.63,15.0,41.5,1.0
10.4,11.4,24.33,33.0,1.0
6.65,9.03,39.5,18.5,1.0
11.25,15.88,6.75,40.5,1.0
17.7,15.1,0.0,55.5,1.25
12.38,19.9,0.25,48.0,0.0
15.08,23.68,0.0,52.75,1.5
21.63,26.08,1.75,53.0,1.75
16.58,23.3,3.0,47.0,2.0
18.0,20.3,5.25,46.75,2.0
16.5,21.7,10.0,38.0,1.0
15.53,13.9,30.75,28.75,1.0
25.95,24.83,4.0,41.25,0.75
18.03,20.4,12.0,41.0,1.0
37.03,32.08,10.5,37.0,0.0
24.88,22.33,17.25,28.5,0.0
24.8,21.9,19.75,24.25,0.0
26.58,22.5,17.75,25.5,1.67
22.85,21.4,20.5,23.0,1.75
17.48,22.88,23.0,19.5,1.75
20.75,18.83,20.75,22.75,1.0
16.78,15.4,15.0,28.75,1.5
19.15,16.3,0.5,50.0,1.5
20.2,20.58,1.5,48.25,1.0
18.53,25.8,3.75,46.25,1.75
25.7,25.9,6.0,40.5,2.0
26.5,27.3,6.5,37.0,1.75
25.9,28.1,7.5,37.75,2.0
23.35,26.3,6.75,41.0,2.25
26.65,25.6,5.75,45.5,1.75
31.55,27.6,4.0,48.75,1.5
36.43,33.6,1.25,52.25,1.5
34.13,36.48,0.5,53.75,1.0
33.6,38.4,1.5,50.5,1.75
33.1,35.4,1.0,51.5,1.5
36.25,38.88,1.0,52.0,1.5
35.33,30.23,0.25,52.0,1.75
35.7,35.28,0.0,53.75,2.0
34.7,38.6,0.0,54.0,1.5
36.08,35.5,0.0,54.0,3.33
37.98,34.2,0.0,53.25,2.75
37.4,37.0,0.0,50.25,2.25
39.85,37.38,0.0,46.5,2.5
37.65,34.9,3.25,43.25,4.5
38.2,37.18,6.75,40.0,5.0
40.08,37.3,10.75,35.5,4.5
43.95,37.3,16.25,33.25,5.0
42.63,40.2,20.5,32.75,5.0
41.43,40.3,20.5,33.75,5.0
40.13,40.6,23.25,33.25,4.75
41.1,40.88,27.0,32.25,4.0
38.65,46.28,30.0,32.25,3.75
32.2,36.13,30.75,33.0,4.0
29.48,34.7,17.5,52.75,3.0
28.83,31.3,22.75,49.25,2.5
22.48,26.3,26.75,44.0,2.0
22.4,28.4,22.75,45.0,2.0
22.78,22.43,20.25,44.5,1.75
29.0,36.45,14.5,49.25,4.33
29.2,32.3,10.0,53.0,4.75
28.03,31.1,6.25,55.75,4.0
31.83,34.58,1.5,60.25,4.0
30.9,34.4,0.25,62.25,3.25
34.55,35.7,0.0,60.25,3.0
39.95,37.6,0.5,75.25,3.25
41.88,42.8,1.25,83.75,4.25
45.85,48.98,4.0,75.75,5.75
48.95,52.6,10.5,65.75,6.5
51.48,59.48,15.25,60.75,6.75
49.23,51.93,19.75,67.25,6.75
64.5,73.23,16.25,87.75,7.0
58.4,60.25,15.5,87.5,6.75
45.23,48.33,14.0,88.25,6.0
47.08,49.0,11.75,87.5,5.75
54.6,53.2,6.0,75.75,4.75
60.78,56.0,6.25,69.75,5.25
61.2,61.9,6.0,62.25,3.33
63.55,65.2,6.5,56.75,3.0
66.85,67.9,3.25,59.5,2.75
56.55,57.6,3.75,51.75,1.75
48.3,49.3,2.25,49.5,1.0
41.7,44.7,2.75,49.75,1.0
36.65,42.4,22.5,34.5,0.75
32.95,34.0,24.5,36.25,0.25
30.25,30.4,30.0,34.25,0.75
28.65,30.0,5.5,74.25,1.0
22.55,24.8,14.75,65.0,1.0
14.78,14.4,39.5,43.75,1.0
10.25,20.4,38.0,44.25,1.0
10.1,15.4,43.25,33.25,1.0
12.78,12.9,39.75,35.25,1.0
15.05,11.9,18.75,48.75,1.0
18.25,18.7,4.25,64.25,1.67
14.25,17.5,26.33,43.5,1.0
12.13,18.0,29.0,44.75,1.5
9.13,11.1,38.5,27.5,1.5
9.68,13.7,18.5,49.0,2.0
12.78,15.7,8.75,61.0,1.25
10.15,14.6,4.25,66.5,1.25
11.68,17.1,4.0,73.25,1.5
16.33,19.6,11.75,66.0,1.75
15.5,20.5,21.75,53.25,2.0
25.58,23.9,55.5,27.75,2.0
15.43,20.6,42.0,38.5,1.5
12.25,19.1,47.5,29.0,1.25
11.9,21.0,56.25,16.25,1.0
8.25,10.3,58.25,12.0,1.5
6.03,8.1,61.25,9.75,1.5
8.18,8.3,61.5,8.0,0.0
8.1,4.6,64.0,6.33,0.0
5.23,3.5,61.75,8.67,0.0
6.18,4.8,58.25,9.5,0.0
4.73,5.4,56.25,11.5,0.0
5.28,4.2,50.25,15.75,0.0
4.6,7.0,40.0,26.25,0.25
7.05,6.2,35.0,32.0,0.5
9.18,6.8,43.5,29.25,0.5
10.1,13.8,62.5,17.5,1.0
7.25,7.9,66.0,16.75,1.25
7.03,6.3,69.5,13.5,1.0
6.7,7.4,62.0,15.5,1.25
7.1,4.8,60.5,14.75,0.67
6.03,5.4,65.5,10.0,0.5
9.45,14.3,64.75,10.0,0.25
8.73,10.3,57.75,15.25,0.25
7.8,12.5,5.5,74.75,0.25
6.83,20.7,5.25,77.5,0.75
15.3,16.5,8.25,79.0,0.75
10.15,15.2,12.0,71.25,1.75
18.45,22.2,2.5,85.25,1.75
20.75,26.8,2.75,85.5,1.5
19.3,20.1,5.0,77.25,1.5
15.55,23.8,4.75,73.75,1.5
26.73,26.0,10.25,63.0,1.0
18.73,18.3,14.25,53.0,1.0
18.4,16.7,21.5,44.0,2.0
14.15,21.1,27.75,34.5,2.0
14.88,21.8,25.75,34.75,1.75
15.3,14.7,25.75,33.75,2.0
17.55,23.9,48.0,23.0,0.0
15.53,16.7,50.25,20.25,0.25
17.08,16.7,51.0,19.5,0.0
18.2,21.8,48.25,20.0,2.67
15.35,17.98,38.75,24.75,2.75
17.78,12.43,41.75,19.5,2.25
14.25,18.4,42.5,18.0,2.0
11.65,12.9,42.25,20.0,1.75
14.3,20.93,47.0,23.25,1.0
12.43,20.1,69.0,13.5,0.0
18.83,26.0,48.0,27.0,0.0
30.38,37.6,11.25,55.25,2.0
25.43,28.3,47.0,25.0,2.25
16.88,8.23,57.25,34.75,2.75
11.4,18.13,38.25,52.5,1.75
24.98,25.55,21.5,67.25,1.75
34.03,39.8,51.5,18.5,1.5
34.15,45.83,59.5,23.0,3.0
38.7,50.9,51.25,24.0,1.25
33.28,45.43,49.75,24.0,1.5
31.35,50.88,54.75,19.25,0.5
29.03,40.0,56.5,16.0,0.25
29.5,34.2,55.75,15.25,0.75
26.85,34.63,56.75,15.0,4.0
24.75,42.18,56.25,13.5,3.75
28.43,36.88,54.0,12.75,3.5
32.43,30.05,50.5,14.5,3.25
33.88,40.6,49.5,16.5,4.0
37.73,44.3,39.25,27.5,4.75
42.05,47.18,41.5,25.25,4.75
43.25,47.98,10.0,41.75,2.25
11.25,18.8,50.5,24.0,4.25
8.35,17.8,60.5,22.25,4.0
4.85,15.2,69.5,21.25,4.75
14.65,21.08,39.5,25.0,3.0
19.7,19.2,34.0,29.0,3.75
14.5,13.0,56.0,37.75,4.75
12.75,14.2,49.5,39.0,5.0
16.13,20.78,26.0,39.75,1.5
9.23,10.0,35.5,37.5,1.75
6.83,9.5,45.5,32.0,2.0
7.1,7.2,52.0,29.0,2.0
11.2,8.1,44.25,36.25,2.5
8.65,7.3,55.0,32.25,2.5
9.38,10.28,48.25,36.25,3.0
13.53,6.43,39.0,40.75,2.75
12.43,10.0,40.5,35.75,2.5
10.93,11.8,37.0,41.25,2.75
10.13,12.3,45.5,27.25,2.75
9.9,9.23,44.0,26.75,1.0
10.0,12.18,44.5,20.75,0.75
8.63,10.2,45.5,18.0,0.75
7.63,10.73,29.5,33.25,1.0
7.8,15.5,16.25,46.5,1.25
9.85,12.3,0.75,67.0,1.0
11.28,13.98,1.75,63.25,1.0
7.78,11.7,11.5,52.0,1.0
12.4,12.1,19.75,46.75,1.25
9.08,14.4,29.0,39.5,1.0
11.25,17.8,34.75,36.25,1.0
7.08,14.1,49.25,25.5,1.75
7.8,14.2,65.0,18.25,1.75
8.5,12.6,72.75,13.0,2.0
5.28,10.5,70.0,17.25,2.0
6.68,12.08,66.0,22.25,1.75
6.63,18.1,46.5,44.25,1.5
11.9,19.45,15.0,81.5,2.0
23.68,36.6,2.0,101.75,2.75
23.0,38.28,1.5,98.0,2.25
23.98,29.98,5.5,87.5,2.0
18.23,20.2,27.0,62.75,2.0
10.05,14.23,40.75,40.75,2.0
13.6,18.3,37.75,35.5,2.0
13.6,17.3,32.5,36.5,0.33
10.75,15.38,27.75,39.0,0.25
13.63,9.9,34.0,36.25,0.0
10.58,12.2,15.5,52.5,0.0
6.18,11.73,4.5,70.75,0.25
6.88,13.6,27.0,54.75,0.0
9.45,16.0,11.25,69.75,0.5
14.3,14.3,16.75,66.5,1.0
12.05,16.28,41.0,42.0,0.25
10.0,10.53,70.25,18.25,1.0
7.18,13.1,78.75,14.0,0.75
4.45,12.8,78.0,16.0,0.75
11.68,18.78,37.25,42.5,1.25
10.63,8.4,48.5,31.25,1.0
9.73,10.0,52.75,25.25,1.25
